"module name","licenses"

"cloud.google.com/go/compute/metadata","Apache-2.0"
"code.dny.dev/ssrf","MIT"
"dario.cat/mergo","BSD-3-Clause"
"filippo.io/edwards25519","BSD-3-Clause"
"github.com/Masterminds/goutils","Apache-2.0"
"github.com/Masterminds/semver/v3","MIT"
"github.com/Masterminds/sprig/v3","MIT"
"github.com/Nvveen/Gotty","BSD-2-Clause"
"github.com/ProtonMail/go-crypto","BSD-3-Clause"
"github.com/ProtonMail/go-mime","MIT"
"github.com/ProtonMail/gopenpgp/v2","MIT"
"github.com/arbovm/levenshtein","BSD-3-Clause"
"github.com/asaskevich/govalidator","MIT"
"github.com/avast/retry-go/v4","MIT"
"github.com/aymerick/douceur","MIT"
"github.com/beorn7/perks/quantile","MIT"
"github.com/boombuler/barcode","MIT"
"github.com/bwmarrin/discordgo","BSD-3-Clause"
"github.com/cenkalti/backoff","MIT"
"github.com/cenkalti/backoff/v3","MIT"
"github.com/cenkalti/backoff/v4","MIT"
"github.com/cespare/xxhash/v2","MIT"
"github.com/cloudflare/circl","BSD-3-Clause"
"github.com/cockroachdb/cockroach-go/v2","Apache-2.0"
"github.com/containerd/continuity/pathdriver","Apache-2.0"
"github.com/coreos/go-oidc/v3/oidc","Apache-2.0"
"github.com/cristalhq/jwt/v4","MIT"
"github.com/davecgh/go-spew/spew","ISC"
"github.com/deckarep/golang-set","MIT"
"github.com/dghubble/oauth1","MIT"
"github.com/dgraph-io/ristretto","Apache-2.0"
"github.com/dgraph-io/ristretto/z","MIT"
"github.com/distribution/reference","Apache-2.0"
"github.com/docker/cli","Apache-2.0"
"github.com/docker/docker","Apache-2.0"
"github.com/docker/go-connections","Apache-2.0"
"github.com/docker/go-units","Apache-2.0"
"github.com/dustin/go-humanize","MIT"
"github.com/evanphx/json-patch","BSD-3-Clause"
"github.com/evanphx/json-patch/v5","BSD-3-Clause"
"github.com/fatih/color","MIT"
"github.com/fatih/structs","MIT"
"github.com/felixge/fgprof","MIT"
"github.com/felixge/httpsnoop","MIT"
"github.com/fsnotify/fsnotify","BSD-3-Clause"
"github.com/fxamacker/cbor/v2","MIT"
"github.com/gabriel-vasile/mimetype","MIT"
"github.com/getkin/kin-openapi","MIT"
"github.com/ghodss/yaml","MIT"
"github.com/ghodss/yaml","BSD-3-Clause"
"github.com/go-crypt/crypt","MIT"
"github.com/go-crypt/x","BSD-3-Clause"
"github.com/go-faker/faker/v4","MIT"
"github.com/go-jose/go-jose/v3","Apache-2.0"
"github.com/go-jose/go-jose/v3/json","BSD-3-Clause"
"github.com/go-jose/go-jose/v4","Apache-2.0"
"github.com/go-jose/go-jose/v4/json","BSD-3-Clause"
"github.com/go-logr/logr","Apache-2.0"
"github.com/go-logr/stdr","Apache-2.0"
"github.com/go-openapi/errors","Apache-2.0"
"github.com/go-openapi/jsonpointer","Apache-2.0"
"github.com/go-openapi/strfmt","Apache-2.0"
"github.com/go-openapi/swag","Apache-2.0"
"github.com/go-playground/locales","MIT"
"github.com/go-playground/universal-translator","MIT"
"github.com/go-playground/validator/v10","MIT"
"github.com/go-sql-driver/mysql","MPL-2.0"
"github.com/go-viper/mapstructure/v2","MIT"
"github.com/go-webauthn/webauthn","BSD-3-Clause"
"github.com/go-webauthn/x/revoke","BSD-2-Clause"
"github.com/gobuffalo/envy","MIT"
"github.com/gobuffalo/fizz","MIT"
"github.com/gobuffalo/flect","MIT"
"github.com/gobuffalo/github_flavored_markdown","MIT"
"github.com/gobuffalo/github_flavored_markdown/internal/russross/blackfriday","BSD-2-Clause"
"github.com/gobuffalo/github_flavored_markdown/internal/shurcooL/sanitized_anchor_name","MIT"
"github.com/gobuffalo/helpers","MIT"
"github.com/gobuffalo/nulls","MIT"
"github.com/gobuffalo/plush/v4","MIT"
"github.com/gobuffalo/pop/v6","MIT"
"github.com/gobuffalo/tags/v3","MIT"
"github.com/gobuffalo/validate/v3","MIT"
"github.com/gobwas/glob","MIT"
"github.com/goccy/go-yaml","MIT"
"github.com/gofrs/flock","BSD-3-Clause"
"github.com/gofrs/uuid","MIT"
"github.com/gofrs/uuid/v3","MIT"
"github.com/gogo/protobuf","BSD-3-Clause"
"github.com/golang-jwt/jwt/v4","MIT"
"github.com/golang-jwt/jwt/v5","MIT"
"github.com/golang/gddo/httputil","BSD-3-Clause"
"github.com/golang/mock/gomock","Apache-2.0"
"github.com/golang/protobuf/proto","BSD-3-Clause"
"github.com/gomarkdown/markdown","BSD-2-Clause"
"github.com/google/go-github/v38/github","BSD-3-Clause"
"github.com/google/go-jsonnet","Apache-2.0"
"github.com/google/go-querystring/query","BSD-3-Clause"
"github.com/google/go-tpm","Apache-2.0"
"github.com/google/pprof/profile","Apache-2.0"
"github.com/google/shlex","Apache-2.0"
"github.com/google/uuid","BSD-3-Clause"
"github.com/gorilla/css/scanner","BSD-3-Clause"
"github.com/gorilla/securecookie","BSD-3-Clause"
"github.com/gorilla/sessions","BSD-3-Clause"
"github.com/gorilla/websocket","BSD-3-Clause"
"github.com/grpc-ecosystem/go-grpc-middleware/v2/interceptors","Apache-2.0"
"github.com/grpc-ecosystem/go-grpc-prometheus","Apache-2.0"
"github.com/grpc-ecosystem/grpc-gateway/v2","BSD-3-Clause"
"github.com/gtank/cryptopasta","CC0-1.0"
"github.com/hashicorp/go-cleanhttp","MPL-2.0"
"github.com/hashicorp/go-retryablehttp","MPL-2.0"
"github.com/hashicorp/golang-lru/v2","MPL-2.0"
"github.com/hashicorp/golang-lru/v2/simplelru","BSD-3-Clause"
"github.com/huandu/xstrings","MIT"
"github.com/imdario/mergo","BSD-3-Clause"
"github.com/inhies/go-bytesize","BSD-3-Clause"
"github.com/invopop/yaml","MIT"
"github.com/invopop/yaml","BSD-3-Clause"
"github.com/jackc/chunkreader/v2","MIT"
"github.com/jackc/pgconn","MIT"
"github.com/jackc/pgio","MIT"
"github.com/jackc/pgpassfile","MIT"
"github.com/jackc/pgproto3/v2","MIT"
"github.com/jackc/pgservicefile","MIT"
"github.com/jackc/pgtype","MIT"
"github.com/jackc/pgx/v4","MIT"
"github.com/jackc/pgx/v5","MIT"
"github.com/jackc/puddle/v2","MIT"
"github.com/jmoiron/sqlx","MIT"
"github.com/joho/godotenv","MIT"
"github.com/josharian/intern","MIT"
"github.com/julienschmidt/httprouter","BSD-3-Clause"
"github.com/kballard/go-shellquote","MIT"
"github.com/klauspost/compress","MIT"
"github.com/klauspost/compress","Apache-2.0"
"github.com/klauspost/compress","BSD-3-Clause"
"github.com/klauspost/compress/internal/snapref","BSD-3-Clause"
"github.com/klauspost/compress/zstd/internal/xxhash","MIT"
"github.com/knadh/koanf/maps","MIT"
"github.com/knadh/koanf/parsers/json","MIT"
"github.com/knadh/koanf/parsers/toml","MIT"
"github.com/knadh/koanf/parsers/yaml","MIT"
"github.com/knadh/koanf/providers/posflag","MIT"
"github.com/knadh/koanf/v2","MIT"
"github.com/leodido/go-urn","MIT"
"github.com/lestrrat-go/backoff/v2","MIT"
"github.com/lestrrat-go/blackmagic","MIT"
"github.com/lestrrat-go/httpcc","MIT"
"github.com/lestrrat-go/iter","MIT"
"github.com/lestrrat-go/jwx","MIT"
"github.com/lestrrat-go/option","MIT"
"github.com/lib/pq","MIT"
"github.com/luna-duclos/instrumentedsql","MIT"
"github.com/mailru/easyjson","MIT"
"github.com/mattn/go-colorable","MIT"
"github.com/mattn/go-isatty","MIT"
"github.com/microcosm-cc/bluemonday","BSD-3-Clause"
"github.com/mitchellh/copystructure","MIT"
"github.com/mitchellh/mapstructure","MIT"
"github.com/mitchellh/reflectwalk","MIT"
"github.com/moby/docker-image-spec/specs-go/v1","Apache-2.0"
"github.com/moby/term","Apache-2.0"
"github.com/mohae/deepcopy","MIT"
"github.com/munnerz/goautoneg","BSD-3-Clause"
"github.com/nyaruka/phonenumbers","MIT"
"github.com/oklog/ulid","Apache-2.0"
"github.com/oleiade/reflections","MIT"
"github.com/opencontainers/go-digest","Apache-2.0"
"github.com/opencontainers/image-spec/specs-go","Apache-2.0"
"github.com/opencontainers/runc/libcontainer/user","Apache-2.0"
"github.com/openzipkin/zipkin-go/model","Apache-2.0"
"github.com/ory/analytics-go/v5","MIT"
"github.com/ory/cli","Apache-2.0"
"github.com/ory/client-go","Apache-2.0"
"github.com/ory/dockertest/v3","Apache-2.0"
"github.com/ory/dockertest/v3/docker","BSD-2-Clause"
"github.com/ory/fosite","Apache-2.0"
"github.com/ory/go-convenience/stringslice","MIT"
"github.com/ory/gochimp3","MIT"
"github.com/ory/graceful","Apache-2.0"
"github.com/ory/herodot","Apache-2.0"
"github.com/ory/hydra-client-go/v2","Apache-2.0"
"github.com/ory/hydra/v2","Apache-2.0"
"github.com/ory/jsonschema/v3","BSD-3-Clause"
"github.com/ory/keto","Apache-2.0"
"github.com/ory/keto/proto/ory/keto","Apache-2.0"
"github.com/ory/kratos","Apache-2.0"
"github.com/ory/kratos-client-go","Apache-2.0"
"github.com/ory/mail/v3","MIT"
"github.com/ory/nosurf","MIT"
"github.com/ory/x","Apache-2.0"
"github.com/ory/x/reqlog","MIT"
"github.com/pborman/uuid","BSD-3-Clause"
"github.com/pelletier/go-toml","MIT"
"github.com/pelletier/go-toml","Apache-2.0"
"github.com/perimeterx/marshmallow","MIT"
"github.com/peterhellberg/link","MIT"
"github.com/phayes/freeport","BSD-3-Clause"
"github.com/pkg/browser","BSD-2-Clause"
"github.com/pkg/errors","BSD-2-Clause"
"github.com/pkg/profile","BSD-2-Clause"
"github.com/pmezard/go-difflib/difflib","BSD-3-Clause"
"github.com/pquerna/otp","Apache-2.0"
"github.com/prometheus/client_golang/internal/github.com/golang/gddo/httputil","BSD-3-Clause"
"github.com/prometheus/client_golang/prometheus","Apache-2.0"
"github.com/prometheus/client_model/go","Apache-2.0"
"github.com/prometheus/common","Apache-2.0"
"github.com/prometheus/procfs","Apache-2.0"
"github.com/rogpeppe/go-internal/modfile","BSD-3-Clause"
"github.com/rs/cors","MIT"
"github.com/sabhiram/go-gitignore","MIT"
"github.com/samber/lo","MIT"
"github.com/sawadashota/encrypta","MIT"
"github.com/seatgeek/logrus-gelf-formatter","BSD-3-Clause"
"github.com/segmentio/backo-go","MIT"
"github.com/sergi/go-diff/diffmatchpatch","MIT"
"github.com/shopspring/decimal","MIT"
"github.com/sirupsen/logrus","MIT"
"github.com/slack-go/slack","BSD-2-Clause"
"github.com/soheilhy/cmux","Apache-2.0"
"github.com/sourcegraph/annotate","BSD-3-Clause"
"github.com/sourcegraph/syntaxhighlight","BSD-3-Clause"
"github.com/spf13/cast","MIT"
"github.com/spf13/cobra","Apache-2.0"
"github.com/spf13/pflag","BSD-3-Clause"
"github.com/stretchr/testify","MIT"
"github.com/tidwall/gjson","MIT"
"github.com/tidwall/match","MIT"
"github.com/tidwall/pretty","MIT"
"github.com/tidwall/sjson","MIT"
"github.com/tomnomnom/linkheader","MIT"
"github.com/toqueteos/webbrowser","MIT"
"github.com/twmb/murmur3","BSD-3-Clause"
"github.com/urfave/negroni","MIT"
"github.com/wI2L/jsondiff","MIT"
"github.com/x448/float16","MIT"
"github.com/xeipuuv/gojsonpointer","Apache-2.0"
"github.com/xeipuuv/gojsonreference","Apache-2.0"
"github.com/xeipuuv/gojsonschema","Apache-2.0"
"github.com/xtgo/uuid","BSD-3-Clause"
"github.com/zmb3/spotify/v2","Apache-2.0"
"go.mongodb.org/mongo-driver","Apache-2.0"
"go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc","Apache-2.0"
"go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace","Apache-2.0"
"go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp","Apache-2.0"
"go.opentelemetry.io/contrib/propagators/b3","Apache-2.0"
"go.opentelemetry.io/contrib/propagators/jaeger","Apache-2.0"
"go.opentelemetry.io/contrib/samplers/jaegerremote","Apache-2.0"
"go.opentelemetry.io/otel","Apache-2.0"
"go.opentelemetry.io/otel/exporters/jaeger","Apache-2.0"
"go.opentelemetry.io/otel/exporters/jaeger/internal/third_party/thrift/lib/go/thrift","Apache-2.0"
"go.opentelemetry.io/otel/exporters/jaeger/internal/third_party/thrift/lib/go/thrift","GNU-All-permissive-Copying-License"
"go.opentelemetry.io/otel/exporters/jaeger/internal/third_party/thrift/lib/go/thrift","BSD-3-Clause"
"go.opentelemetry.io/otel/exporters/otlp/otlptrace","Apache-2.0"
"go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp","Apache-2.0"
"go.opentelemetry.io/otel/exporters/zipkin","Apache-2.0"
"go.opentelemetry.io/otel/metric","Apache-2.0"
"go.opentelemetry.io/otel/sdk","Apache-2.0"
"go.opentelemetry.io/otel/trace","Apache-2.0"
"go.opentelemetry.io/proto/otlp","Apache-2.0"
"go.uber.org/automaxprocs","MIT"
"golang.org/x/crypto","BSD-3-Clause"
"golang.org/x/exp","BSD-3-Clause"
"golang.org/x/mod","BSD-3-Clause"
"golang.org/x/net","BSD-3-Clause"
"golang.org/x/oauth2","BSD-3-Clause"
"golang.org/x/sync","BSD-3-Clause"
"golang.org/x/sys","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"golang.org/x/xerrors","BSD-3-Clause"
"google.golang.org/genproto/googleapis/api","Apache-2.0"
"google.golang.org/genproto/googleapis/rpc","Apache-2.0"
"google.golang.org/grpc","Apache-2.0"
"google.golang.org/protobuf","BSD-3-Clause"
"gopkg.in/yaml.v2","Apache-2.0"
"gopkg.in/yaml.v3","MIT"
"sigs.k8s.io/yaml","MIT"
"sigs.k8s.io/yaml","BSD-3-Clause"

